NewsInEnglish,NewsInTamil,Category,CategoryInTamil
2017/Feb/16614-social-site-trending-about-sasikala.txt,"சமூக வலைத்தளங்களில் டிரெண்டாகும் ""ஓரளவுக்குத்தான் பொறுமை""..!",tamilnadu, தமிழ்நாடு
2018/Aug/50135-rishabh-will-make-his-test-debut-today-against-england.txt,இந்திய அணி பேட்டிங் - ரிஷப் பண்ட் உள்ளே..தினேஷ் கார்த்திக் வெளியே,sports, விளையாட்டு
2017/Jul/23300-cheran-says-rajni-to-save-cinema.txt,சினிமாவை காப்பாற்ற குரல் கொடுங்க...  ரஜினிக்கு சேரன் கோரிக்கை,cinema, சினிமா
2018/Dec/56399-dmk-president-stalin-urged-the-minister-to-be-dismissed.txt,கர்ப்பிணிக்கு எச்.ஐ.வி ரத்தம்: அமைச்சரை டிஸ்மிஸ் செய்ய ஸ்டாலின் வலியுறுத்தல்,politics, அரசியல்
2018/Nov/53845-10-months-baby-die-for-natural-medicine-treatment-in-vellore.txt,தவறான கை வைத்தியம் பார்த்ததால் குழந்தை உயிரிழப்பு ?,tamilnadu, தமிழ்நாடு
2018/Jun/47249-punjab-woman-comes-to-madhya-pradesh-to-meet-her-hero-ips-officer.txt,“எனது ஹீரோவை பார்க்க விடுங்கள்”- இளம்பெண்ணால் எரிச்சல் ஆன ஐபிஎஸ் அதிகாரி...!,india, இந்தியா
2017/Nov/35465-gavin-college-student-suicidal-affair-announcement-of-libertarian-party-struggle-for-liberation.txt,கவின் கல்லூரி மாணவ‌ர் தற்கொலை விவகாரம்: விடுதலை சிறுத்தைகள் கட்சி போராட்டம் அறிவிப்பு,politics, அரசியல்
2017/Nov/33984-kadambur-raju-said-about-opposite-parties.txt,குறை கூறாமல் ஆலோசனை கூறுங்கள்: கடம்பூர் ராஜூ,politics, அரசியல்
2018/Dec/56015-signing-indian-2-has-been-a-step-up-in-my-career-says-kajal.txt,‘இந்தியன்2’ என் வாழ்க்கையில் மேலும் ஒருபடி - காஜல் அகர்வால்,cinema, சினிமா
2017/Aug/28326-be-alert-chief-minister-s-advice-to-mlas.txt,ஒற்றுமையாக இருங்கள்: எம்எல்ஏக்களுக்கு முதலமைச்சர் அறிவுறுத்தல்,politics, அரசியல்
2018/May/44802-neet-2018-tn-man-accompanying-son-dies-in-kerala-speak-vaiko.txt,மாணவிகளை அலங்கோலப்படுத்தியதை சகிக்க முடியாது: வைகோ காட்டம்,tamilnadu, தமிழ்நாடு
2017/May/19914-face-app-becomes-viral.txt,ஃபேஸ்புக்கில் வைரலாகும் ‘ஃபேஸ் ஆப்’,world, உலகம்
2017/Dec/37050-four-people-killed-in-chennai.txt,சென்னையில் 4 பேர் கழுத்தறுத்து கொலை,tamilnadu, தமிழ்நாடு
2017/Oct/33586-modi-told-about-sardar-vallabhbhai-patel-birthday.txt,வல்லபாய் படேல் பிறந்தநாளான்று தேச ஒற்றுமைக்கான ஓட்டம்: பிரதமர் மோடி,india, இந்தியா
2017/Nov/35480-congress-accusation-bjp-for-parliament-session-delay.txt,நாடாளுமன்றக் கூட்டதொடர் தாமதம்: மீண்டும் காங்கிரஸ் குற்றச்சாட்டு,india, இந்தியா
2018/Aug/50203-south-indian-nadigar-sangam-explain-about-tamilisai-allegation.txt,வாஜ்பாயை அவமதிக்கும் நோக்கம் இல்லை ! நடிகர் சங்கம்,cinema, சினிமா
2017/Dec/37592-case-filed-requesting-cancelling-of-rk-nagar-byelection-enquiry-in-delhi-high-court.txt,ஆர்.கே.நகர் தேர்தலை ரத்து செய்யக்கோரி வழக்கு: இன்று விசாரணை,tamilnadu, தமிழ்நாடு
2018/Dec/56068-karnataka-could-not-build-dam-with-out-tn-permission-nithin-gadkari.txt,“தமிழகத்தின் அனுமதி இல்லாமல் மேகதாது அணை கட்ட முடியாது”- நிதின் கட்கரி..!,india, இந்தியா
2017/May/19915-cognizant-to-hire-more-in-us.txt,இந்தியர்கள் வெளியே... அமெரிக்கர்கள் உள்ளே,world, உலகம்
2018/Jun/46878-wife-killed-husband-for-illegal-love-in-madurai.txt,தகாத உறவுக்காக ‘என் கணவனைக் கொன்றேன்’ - மனைவியின் பகீர் வாக்குமூலம்,tamilnadu, தமிழ்நாடு
2017/Sep/29891-american-women-acid-delivery-the-fear-in-france.txt,அமெரிக்க மாணவிகள் மீது ஆசிட் வீச்சு - பிரான்ஸில் பயங்கரம்,world, உலகம்
2018/Apr/43710-srh-consolidate-top-spot-with-third-successive-win.txt,கொல்கத்தாவை வீழ்த்தி ஐதராபாத் ஹாட்ரிக் வெற்றி!,sports, விளையாட்டு
2018/Nov/54273-india-s-first-engine-less-train-to-go-on-trial-run-today.txt,இந்தியாவின் முதல் என்ஜின் இல்லாத ரயில்: இன்று சோதனை ஓட்டம்!,india, இந்தியா
2017/Jan/16144-documents-filed-in-the-supreme-court-against-the-jallikattu-law.txt,ஜல்லிக்கட்டு சட்டத்தை எதிர்த்து உச்சநீதிமன்றத்தில் ஆவணங்கள் தாக்கல்,tamilnadu, தமிழ்நாடு
2017/Sep/31035-vishal-condemns-t-rajendar-for-hurting-dhanshika.txt,தன்ஷிகாவை வசைபாடிய டி.ஆர்.க்கு விஷால் கண்டனம்,cinema, சினிமா
2018/Mar/42585-people-live-without-any-disease-chief-minister-palanisamy.txt,மக்கள் நோயில்லாமல் வாழ நடவடிக்கை: முதல்வர் பழனிசாமி,tamilnadu, தமிழ்நாடு
2018/Jul/48519-sri-reddy-now-attacks-sundar-c-and-sundeep-kishan.txt,தமிழ் நடிகர்கள் மீது தொடரும் ஸ்ரீ ரெட்டியின் அடுத்தடுத்த புகார்கள்,cinema, சினிமா
2018/Mar/42507-dansikaa-introduce-in-telugu.txt,தெலுங்கில் அறிமுகமாகும் தன்ஷிகா,cinema, சினிமா
2018/Sep/51452-nearly-2-500-ganesh-idol-immersed-in-chennai.txt,"சென்னையில் ஒரே நாளில் 2,320 விநாயகர் சிலைகள் கரைப்பு",tamilnadu, தமிழ்நாடு
2018/Jun/47309-chennai-corportion-proposes-hefty-fines-to-squash-litterbugs.txt,ரோட்ல குப்பை போட்டா 25 ஆயிரம் பைஃன் ! சென்னை மாநகராட்சி அதிரடி,tamilnadu, தமிழ்நாடு
2016/Dec/13699-schools-announced-leave-in-vilupuram-district-tommorrow.txt,விழுப்புரம் மாவட்ட பள்ளிகளுக்கு நாளை விடுமுறை,tamilnadu, தமிழ்நாடு
2017/Nov/35465-gavin-college-student-suicidal-affair-announcement-of-libertarian-party-struggle-for-liberation.txt,கவின் கல்லூரி மாணவ‌ர் தற்கொலை விவகாரம்: விடுதலை சிறுத்தைகள் கட்சி போராட்டம் அறிவிப்பு,politics, அரசியல்
2018/Dec/55973-aam-aadmi-party-mla-alka-lamba-is-an-resigned-the-post.txt,ஆம் ஆத்மி பெண் எம்.எல்.ஏ. அல்கா லம்பா ராஜினாமா !,india, இந்தியா
2018/Dec/55609-unfair-to-call-vijay-mallya-thief-for-one-loan-default-nitin-gadkari.txt,”விஜய் மல்லையா திருடன் இல்லை”: நிதின் கட்கரி,world, உலகம்
2018/Oct/53325-mangala-samaraweera-the-appointment-of-rajapaksa-as-the-prime-minister-is-unconstitutional-illegal-this-is-an-anti-democratic-coup.txt,ராஜபக்சே பிரதமரானது சட்டவிரோதமானது - இலங்கை அமைச்சர் ,politics, அரசியல்
2018/Jul/48054-actor-prakash-raj-has-criticized-tamil-nadu-politics.txt,ரியல் எஸ்டேட் போல் ஆகிவிட்டது தமிழக அரசியல் - பிரகாஷ் ராஜ் ,cinema, சினிமா
2018/Dec/55078-jacto-jio-protest-temporarily-postponed.txt,ஜாக்டோ ஜியோ போராட்டம் தாற்காலிகமாக ஒத்திவைப்பு,tamilnadu, தமிழ்நாடு
